date,team_a,team_b,market_spread,final_margin,win,stake,pnl,bankroll_after,ev_per_1,kelly,coverProb,impliedProb,edge
2024-12-01,Ohio State,Nebraska,-4.5,-2,1,314.00,285.45,1285.45,0.2854545454545455,0.31400000000000006,0.6733333333333333,0.5238095238095238,0.1495238095238095
2025-01-10,Oregon,Rutgers,3,5,1,0.00,0.00,1285.45,-0.012363636363636354,0,0.5173333333333333,0.5238095238095238,-0.006476190476190524
2025-01-05,Texas Southern,Grambling State,-12.5,15,1,814.85,740.77,2026.23,0.5762727272727274,0.6339,0.8256666666666667,0.5238095238095238,0.3018571428571428
